"","Character","Script"
"118426","DALEK"," Silence. Silence. Silence. You will remain silent at all times. "
"118431","DALEK"," Keep away. "
"118433","DALEK"," Continue with your work. Those unfit for work will be exterminated. "
"118435","DALEK"," Proceed. "
"118456","DALEK"," Move away from the prisoner. Return to your work. "
"118458","DALEK"," Return to your work. "
"118460","DALEK"," Return to your work! "
"118462","DALEK"," She will be disposed of when the work cycle is complete. Return to your work. You will obey. "
"118474","DALEK"," Report. "
"118475","DALEK"," Vertical drill three is in position. "
"118476","DALEK"," Penetration to lower level will commence immediately. Order the drilling will continue until penetration is complete. "
"118477","DALEK"," I obey. "
"118478","DALEK"," Report. "
"118479","DALEK"," Security sensors detect unauthorised movement in section seven. "
"118480","DALEK"," Despatch units four and six to investigate. "
"118481","DALEK"," I obey. "
"118482","DALEK"," Intruders! Intruders! Exterminate! Seek and locate! "
"118489","DALEK"," Work schedule complete. You will return to internment area. You, you, remove the body. "
"118490","DALEK"," Report. "
"118491","DALEK"," Units four and six. Investigation of section seven commencing. "
"118492","DALEK"," Proceed. I will advise. "
"118503","DALEK"," Advise control. Intruder located and exterminated. "
"118504","DALEK"," I obey. "
"118507","DALEK"," Intruders! Intruders! "
"118508","DALEK"," Exterminate! "
"118509","DALEK"," Intruders! Intruders! Exterminate! Exterminate! Exterminate! "
"118524","DALEK"," Seek, locate, exterminate. Seek, locate, exterminate. "
"118526","DALEK"," Guard this position. I will inform control. "
"118548","DALEK"," Report. "
"118549","DALEK"," Combat units continuing intensive search. "
"118550","DALEK"," Hostiles must be located. Seek, locate, exterminate. Seek, locate, exterminate! "
"118551","DALEK"," Drilling has recommenced. Computer predicts penetration into objective area is imminent. "
"118552","DALEK"," Advise space command that our mission is almost complete. "
"118568","DALEK"," Entry to level three has been cleared. "
"118569","DALEK"," All units to proceed immediately. "
"118570","DALEK"," Seek and locate. Seek and locate. Do not deviate. "
"118571","DALEK"," Charts indicate objective located in this precise position. Objective has been removed from this location. "
"118572","DALEK"," Surface disturbance. Humanoid footprints. Follow. Follow. Follow. "
"118573","DALEK"," All units full alert. Emergency. Emergency. Emergency. Emergency.   Emergency! "
"118622","DALEK"," You will move into the open. If you fail to obey in five seconds, you will be exterminated. One, two, three, four "
"118626","DALEK"," We obey only Davros. "
"118629","DALEK"," We obey. "
"118636","DALEK"," Attention, attention. The action we are about to take is your responsibility. It will cease only when you agree to total surrender. "
"118638","DALEK"," Exterminate.   Exterminate.   Exterminate! "
"118640","DALEK"," You surrender? "
"118642","DALEK"," State them. "
"118644","DALEK"," Continue. "
"118646","DALEK"," Conditions unacceptable. Exterminations will continue. "
"118648","DALEK"," Logic unacceptable. Detonation would also destroy you. "
"118650","DALEK"," Self-sacrifice illogical, therefore impossible. Exterminations will continue. "
"118652","DALEK"," We obey.   The workers have been released. "
"118658","DALEK"," Exterminate the prisoners. "
"118660","DALEK"," We obey. "
"118670","DALEK"," Seek and locate. Seek and locate. "
"118671","DALEK"," We obey. "
"118681","DALEK"," Remain where you are. You will turn and walk ahead of me. If you make any attempt to escape you will be extermi   "
"118701","DALEK"," It has been done. A deep space cruiser is on its way. "
"118703","DALEK"," Estimated arrival time, six hours. "
"118705","DALEK"," As you command. "
"118707","DALEK"," I obey. "
"118709","DALEK"," It contains every detail of the situation. "
"118711","DALEK"," The information was checked and supervised by the Supreme Dalek."
"118713","DALEK"," You will be obeyed. "
"118715","DALEK"," I obey. "
"118745","DALEK"," Correct. Dalek superiority will ultimately triumph and the Movellan force will be exterminated. "
"118747","DALEK"," It is only a matter of time. "
"118749","DALEK"," Our computers are planning the moment of maximum advantage. "
"118751","DALEK"," Understood. "
"118753","DALEK"," You will reprogramme our battle computers for us. The Movellans will be exterminated! "
"118780","DALEK"," Report. "
"118781","DALEK"," Surface scans indicate the Movellan ship is preparing for launch. "
"118782","DALEK"," Estimated time to lift-off? "
"118783","DALEK"," Twenty one minutes. Report continues. Listening scanners have detected non-Movellan voices inside the space vehicle. Computers identify the voices as those of the Doctor and his companion. "
"118785","DALEK"," Our firepower will be ineffective against its hull. "
"118801","DALEK"," We obey. "
"118822","DALEK"," Do not deviate. All units proceed as ordered. The space vehicle must be destroyed. "
"118846","DALEK"," Do not move. "
"118848","DALEK"," Let no opposition halt you. Advance for total Dalek victory! Objective sighted. Advance! "
"118855","DALEK"," Now commencing final approach to ship. "
"118857","DALEK"," Do not deviate. Let no opposition halt you. "
"118859","DALEK"," Exterminate! "
"118862","DALEK"," Malfunction. "
"118864","DALEK"," Malfunction. "
"118866","DALEK"," Visual circuit is impaired.) "
"118868","DALEK"," Malfunction. "
"118870","DALEK"," Malfunction. "
"118872","DALEK"," Vision impaired! Vision impaired! Malfunction! Loss of visual control. Malfunction! Malfunction!   Malfunction! Loss of control! Loss of control! Loss of control! "
"128497","DALEK"," Doctor. "
"140486","DALEK"," Halt at once. Halt or you will be exterminated. It is the Doctor. The Doctor must be destroyed. Exterminate. Exterminate. Exterminate! "
"140515","DALEK"," Halt at once or you will be exterminated. Halt! Halt! Obey. Obey the Daleks. You will be exterminated. Exterminate! Exterminate! "
"140520","DALEK"," Under attack! "
"140522","DALEK"," Under attack!   Exterminate! Under attack! Exterminate! Exterminate! Exterminate! "
"143656","DALEK"," Under attack. Withdraw. Regroup. "
"143657","DALEK"," Under attack. "
"143658","DALEK"," Withdraw. "
"143659","DALEK"," Withdraw. "
"143660","DALEK"," Withdraw. Withdraw. Withdraw. "
"143661","DALEK"," Regroup. "
"143663","BLACKDALEK"," We do not want excuses. The attack must continue. "
"143665","DALEK"," You will show more respect for the Supreme Dalek. "
"143667","BLACKDALEK"," You may proceed. We shall try your plan. But should you fail, you will be exterminated. "
"143699","DALEK"," The Doctor has been detained in the warehouse. "
"143700","BLACKDALEK"," Despatch a Dalek. He must be brought to our ship at once. "
"143701","DALEK"," I obey. "
"143730","DALEK"," Exterminate. Exterminate. Exterminate! Exterminate! Exterminate! Exterminate!   "
"143738","DALEK"," My vision is impaired. I cannot see. My vision is impaired. I cannot see. "
"143740","DALEK"," I cannot see. My vision is impaired. I cannot see. Warning. Warning. "
"143742","DALEK"," I cannot see! I cannot see! Warning! Emergency! "
"143746","DALEK"," The Dalek sent to the warehouse has been destroyed. "
"143747","BLACKDALEK"," How is that possible? "
"143748","DALEK"," The Doctor was aided by the Earth soldiers. "
"143749","BLACKDALEK"," Seal the warehouse terminal of the Time Corridor. We will deal with the Doctor in due course. "
"143796","BLACKDALEK"," He is a companion of the Doctor. "
"143797","DALEK"," He should be destroyed. "
"143798","BLACKDALEK"," He would be better used as bait. The Doctor is sentimental and emotional. He will come after the boy. This will aid the Dalek plan. Allow the boy to roam freely. "
"143829","BLACKDALEK"," Order an engineer to attend Davros. "
"143830","DALEK"," We should leave here at once. "
"143831","BLACKDALEK"," Without Davros, we have no future. He must be made to believe that we serve him. "
"143865","BLACKDALEK"," I order you to obey Davros. "
"143867","BLACKDALEK"," We shall be gone. I have a plan that will force Davros to leave of his own free will. Until then, you must supply him with everything he demands. Allow him access to the Space Station's laboratory. "
"143932","DALEK"," Activate the exit to the Time Corridor. "
"143933","DALEK"," We obey. "
"143935","DALEK"," Exterminate! Exterminate! Exterminate! Exterminate! "
"143958","DALEK"," The Doctor's Tardis has been caught in the Time Corridor. "
"143959","BLACKDALEK"," Prepare the duplication room. "
"143960","DALEK"," I obey. "
"143965","DALEK"," Exterminate the Doctor. Exterminate the Doctor. Exterminate the Doctor. Exterminate. Exterminate! Exterminate!      Exterminate the Doctor. Exterminate the Doctor. Exterminate the Doctor. Exterminate "
"143967","DALEK"," He is an enemy of the Daleks. He must be exterminated. "
"143969","DALEK"," Supreme Dalek confirms the order. We must take the prisoner to the duplication chamber. Proceed. "
"143993","DALEK"," Proceed. "
"143997","DALEK"," It is vital you complete your researches as soon as possible. "
"143999","DALEK"," It will be brought to you. "
"144001","DALEK"," That is forbidden. "
"144003","DALEK"," We must consult the Supreme Dalek. "
"144007","BLACKDALEK"," This is the Supreme Dalek. The self-destruct chamber has been invaded. "
"144008","BLACKDALEK"," The hostiles must be exterminated. "
"144010","BLACKDALEK"," You should have anticipated this. "
"144012","BLACKDALEK"," Nothing must endanger Davros. The hostiles must be destroyed. The Daleks must be obeyed. "
"144013","DALEK"," You must not touch the equipment. "
"144015","DALEK"," You will obey. "
"144032","DALEK"," You must cooperate. You must lie down. "
"144036","DALEK"," It does not concern you. What sort of trouble are you in this time? "
"144060","DALEK"," You will remain silent. "
"144062","DALEK"," The Daleks are the superior being. We do not require assistance."
"144064","DALEK"," It was but one trap. "
"144067","DALEK"," Stien is but an extension of Dalek technology. "
"144069","DALEK"," He is a duplicate. He is a product of our genetic engineering. "
"144096","DALEK"," Show him. "
"144100","DALEK"," Your duplicates will return to Gallifrey, where, at our command, you will assassinate the members of the High Council. "
"144110","DALEK"," We have been sent by the Supreme Dalek. "
"144111","DALEK"," We are to assist in your research. "
"144113","DALEK"," You may remove tissue from us. "
"144115","DALEK"," Releasing docking clamp. "
"144117","DALEK"," We obey Davros. He is our master. "
"144119","BLACKDALEK"," Order a cylinder of Movellan virus to be transported from Earth. "
"144120","DALEK"," I obey. "
"144126","DALEK"," The prisoner is secured. You must proceed alone. We have been summoned to other duties. "
"144128","DALEK"," When it is time to die, you will, in your agony, beg to pay homage to the Daleks.   You will wait outside. "
"144133","DALEK"," Take the cylinder to Davros. "
"144157","DALEK"," Your delay put the Dalek plan at risk. "
"144159","DALEK"," The space station could have been destroyed. I must report this to the Supreme Dalek. "
"144188","DALEK"," We obey. "
"144197","BLACKDALEK"," The Doctor is free. Your Troopers have failed. "
"144201","BLACKDALEK"," Lytton grows too arrogant. His mind resists our control. He must be exterminated as soon as it is convenient to the Daleks. "
"144229","BLACKDALEK"," Davros has gained control of two Daleks. They are in the Reception area, attempting to enter the Doctor's Tardis. You must exterminate them. "
"144231","BLACKDALEK"," You must also destroy Davros. He is unreliable. He cannot be trusted. "
"144280","BLACKDALEK"," Your Troopers have failed. Davros still lives. "
"144282","BLACKDALEK"," I must see him dead. I have dispatched Daleks to complete the task you failed. You must redeem yourself. You must destroy the Daleks of Davros. "
"144284","BLACKDALEK"," You must follow them to Earth. You must exterminate them. "
"144296","DALEK"," The Tardis is not on this level. We must search elsewhere. "
"144301","DALEK"," We are ready to descend. "
"144302","BLACKDALEK"," Proceed. Everything in the warehouse must be exterminated, including Lytton and his Troopers. "
"144303","DALEK"," We obey. "
"144304","DALEK"," Stop. Exterminate. "
"144305","DALEK"," We must find the Tardis. That is our prime mission. We must obey Davros. "
"144306","DALEK"," What is happening? "
"144307","DALEK"," We are being attacked. The Supreme Dalek wishes us destroyed. The invading Daleks must be exterminated. "
"144308","BLACKDALEK"," Daleks to the self-destruct chamber. A hostile has broken in. Emergency. Emergency! He must be stopped. "
"144309","DALEK"," We must find the traitors. The enemy of the Daleks must be destroyed. "
"144310","DALEK"," We are not traitors. We serve our creator, Davros. "
"144311","DALEK"," The Supreme Dalek is your ruler. He must be obeyed at all times. "
"144312","DALEK"," Davros must be honoured. "
"144313","DALEK"," He must be exterminated. Nothing must interfere with the true destiny of the Daleks! You must be exterminated! Exterminated! Exterminated! "
"144321","DALEK"," We are here to exterminate you. "
"144323","DALEK"," The Supreme Dalek. "
"144325","DALEK"," Malfunction. Emergency. "
"144326","DALEK"," Malfunction. "
"144328","DALEK"," System failure. "
"144330","DALEK"," What is happening? I cannot see. My vision is impaired. Emergency. "
"144338","BLACKDALEK"," You have not won, Doctor. "
"144340","BLACKDALEK"," You forget, Doctor. Daleks do not need to invade. I have my duplicates. Some have already been placed in strategic positions around the planet. The collapse of Earth society will soon occur. "
"144342","BLACKDALEK"," The Daleks will triumph. We cannot fail. The Daleks' true destiny is to rule the universe. "
"151885","DALEK"," It is the Doctor. "
"151887","DALEK"," I shall order Daleks to detain him. "
"151897","DALEK"," Sensors indicate a disturbance on level seven. "
"151899","DALEK"," At once. "
"151907","DALEK"," Takis does not respond. "
"151909","DALEK"," I obey. "
"151941","DALEK"," Kara is now available. "
"152306","DALEK"," Alert, alert. A patrol Dalek has been destroyed. "
"152344","DALEK"," You are our prisoner. "
"152345","DALEK"," You will not resist. "
"152346","DALEK"," Bring him. "
"152347","DALEK"," Secure him. "
"152400","DALEK"," You will come with us. You will be taken to Davros to answer for your crime. "
"152402","DALEK"," You will obey. "
"152404","DALEK"," You will come with us. "
"152422","DALEK"," He should be exterminated. "
"152484","DALEK"," You will be exterminated. "
"152485","DALEK"," Exterminated. "
"152503","DALEK"," At once. "
"152519","DALEK"," I obey. "
"152534","DALEK"," Cannot see. My vision is impaired. I cannot see. "
"152535","DALEK"," Exterminate. Exterminate. Exterminate. Destroy. "
"152564","DALEK"," You must surrender. The Earth woman must come with us. It is futile to resist. "
"152572","DALEK"," Halt. "
"152576","DALEK"," You will come with us. "
"152606","DALEK"," You sent for us? "
"152608","DALEK"," Where is Davros? "
"152610","DALEK"," You will obey my will. You will take me to Davros. Now! "
"152618","DALEK"," Halt! Stay where you are!   Do not move. "
"152622","DALEK"," Exterminate. Exterminate. "
"152624","DALEK"," Continue. You must take us to Davros. "
"152625","DALEK"," Exterminate! Exterminate. "
"152627","DALEK"," Obey our will. "
"152630","DALEK"," You are to be taken back to Skaro to stand trial for crimes against the Daleks. "
"152634","DALEK"," They will not be destroyed. They will be reconditioned to obey the will of the Supreme Dalek. You will come with us. "
"152637","DALEK"," His image does not compute with the known appearance of the Doctor. "
"152639","DALEK"," He will be held prisoner until we can verify if you are correct. You will come with us or be exterminated here. "
"152652","DALEK"," We serve only the Supreme Dalek. "
"152655","DALEK"," You will remain in the laboratory. "
"152657","DALEK"," My vision is impaired. I cannot see. My vision is impaired.   Emergency. "
"159593","DALEK"," Stay where you are! Do not move! "
"159597","DALEK"," You are the Doctor. You are the enemy of the Daleks! You will be exterminated! Exterminate! Exterminate! Exterminate! Exterminate!   "
"159598","DALEK"," Exterminate! Exterminate!   Exterminate! "
"159606","DALEK"," We must repair the transmat. "
"159614","DALEK"," You will remain here. "
"159621","DALEK"," You will be exterminated. "
"159623","DALEK"," Exterminate! "
"159740","DALEK"," He is an agent of the renegade Daleks. Apprehend and interrogate. "
"159748","DALEK"," Alert. Security is compromised. Terminate agent. "
"159838","DALEK"," Attack squad in position. "
"159839","DALEK"," Lower area clear. "
"159840","DALEK"," Proceed. Exterminate any aliens. "
"159841","DALEK"," We obey. "
"159861","DALEK"," Small human female sighted on level three. "
"159863","DALEK"," Under attack. Under attack.   Vision impaired.   Reinforcements requested. "
"159864","DALEK"," Human female is now leaving building. "
"159865","DALEK"," Stay where you are. Do not move. "
"159866","DALEK"," Exterminate. Exterminate. "
"159867","DALEK"," Exterminate. "
"159868","DALEK"," Exterminate. Exterminate. Exterminate.     Exterminate. Exterminate. "
"159900","DALEK"," Bridge reporting. Mothership will maintain Earth geostationary orbit. All systems fully operational. Attack squad Delta prepare to enter transmat. "
"159919","DALEK"," Power source detected. Alert! Power source detected. Full alert! "
"159920","DALEK"," It is the Hand of Omega. "
"159921","DALEK"," Inform the Emperor Dalek. "
"159922","DALEK"," I obey. "
"159932","DALEK"," Emperor on the bridge. "
"159934","DALEK"," The transmat is no longer operational. "
"159935","DALEK"," We have established the position of the Omega device. "
"159937","DALEK"," Renegade Dalek agents are in the area. "
"159997","BLACKDALEK"," Advance.   Stay where you are. "
"160001","BLACKDALEK"," Patrol the area until the time controller is operational. "
"160003","BLACKDALEK"," You will obey the Daleks or you will be exterminated. Activate the time controller. "
"160005","BLACKDALEK"," You will come with us. "
"160031","BLACKDALEK"," Remain silent. "
"160033","BLACKDALEK"," Instruct all Daleks to seek and destroy the intruder.   Exterminate the Doctor! Crush all resistance! "
"160064","BLACKDALEK"," We must defend the Hand of Omega. Withdraw all units. Return to base immediately. "
"160067","DALEK"," Return to base. "
"160078","DALEK"," Advance. We must capture the Hand of Omega from renegade Dalek faction. Proceed to area two five zero six immediately. "
"160095","DALEK"," Scout seven reporting area two five zero nine clear.   Retreat! Squad Delta under attack from renegade Daleks. Retreat!"
"160096","DALEK"," Mothership bridge to shuttle force controller. Receiving your signal. "
"160098","DALEK"," Shuttle force has encountered heavy resistance from renegade Daleks. "
"160102","DALEK"," Emergency! Emergency! Unable to disengage from control position.  Humans on the bridge. "
"160104","DALEK"," You are the Doctor. "
"160106","DALEK"," You are the enemy of the Daleks. "
"160108","DALEK"," You must be exterminat "
"160119","DALEK"," Exterminate. "
"160120","DALEK"," Exterminate. "
"160122","DALEK"," You are my prisoner. You will obey all instructions or you will be exterminated. "
"160127","BLACKDALEK"," Kneel! "
"160129","BLACKDALEK"," Good. "
"160146","BLACKDALEK"," Destroy human captives. "
"160149","BLACKDALEK"," Recover the time controller. "
"160167","DALEK"," Force leader has recovered the Hand of Omega. "
"160177","DALEK"," I obey. "
"160191","DALEK"," Prepare for shuttle docking. "
"160193","DALEK"," Omega device is now locked in and running. "
"160222","DALEK"," Omega device activated. "
"160223","DALEK"," Plotting course to home planet Skaro. "
"160225","DALEK"," Entering Skaro time zone. First stage expansion. Primary neutrino release. "
"160226","DALEK"," Core collapse instigated. "
"160227","DALEK"," Danger! Instability! Reaction out of control. "
"160229","DALEK"," Home planet Skaro about to vapourise. "
"160232","DALEK"," Omega device returning. "
"160233","DALEK"," Impact minus twenty five. "
"160239","DALEK"," Fifteen. "
"160241","DALEK"," Emperor abandoning bridge. "
"160242","DALEK"," Eight, seven "
"160243","DALEK"," Emperor activating escape pod. "
"160244","DALEK"," Four, three "
"160245","DALEK"," Escape pod leaving mothership. "
"160246","DALEK"," Two, one. "
"160257","BLACKDALEK"," Insufficient data. "
"160259","BLACKDALEK"," There is no data. "
"160261","BLACKDALEK"," You are lying. There is insufficient data. "
"160263","BLACKDALEK"," Out of control! "
"160265","BLACKDALEK"," Cannot compute. Unstable.   Unstable. "
"167770","DALEK"," Exterminate! Exterminate! "
"167772","DALEK"," Exterminate!"
"167775","DALEK"," You are an enemy of the Daleks! You must be destroyed! "
"167777","DALEK"," Keep back! "
"167780","DALEK"," I am waiting for orders. "
"167782","DALEK"," I am a soldier. I was bred to receive orders. "
"167784","DALEK"," I demand orders! "
"167786","DALEK"," You lie! "
"167788","DALEK"," You destroyed us? "
"167790","DALEK"," And what of the Time Lords? "
"167792","DALEK"," And the coward survived. "
"167794","DALEK"," I am alone in the universe. "
"167796","DALEK"," So are you. We are the same. "
"167798","DALEK"," Have pity! "
"167801","DALEK"," Help me! "
"167861","DALEK"," Yes. "
"167863","DALEK"," I am in pain. They torture me, but still they fear me. Do you fear me? "
"167865","DALEK"," I am dying. "
"167867","DALEK"," I welcome death. But I am glad that before I die I have met a human who was not afraid. "
"167869","DALEK"," My race is dead, and I shall die alone. "
"167871","DALEK"," Genetic material extrapolated. Initiate cellular reconstruction!"
"167892","DALEK"," The Daleks survive in me! "
"167912","DALEK"," Elevate. "
"167948","DALEK"," I shall speak only to the Doctor. "
"167950","DALEK"," I fed off the DNA of Rose Tyler. Extrapolating the biomass of a time traveller regenerated me. "
"167952","DALEK"," I have been searching for the Daleks. "
"167954","DALEK"," I scanned your satellites and radio telescopes. "
"167956","DALEK"," Nothing. Where shall I get my orders now? "
"167958","DALEK"," Then I shall follow the Primary Order, the Dalek instinct to destroy, to conquer. "
"167960","DALEK"," Then what should I do? "
"167962","DALEK"," The Daleks must survive! "
"167964","DALEK"," You would make a good Dalek. "
"167987","DALEK"," Exterminate! "
"167996","DALEK"," I am armed. I will kill. It is my purpose. "
"167998","DALEK"," They are dead because of us. "
"168000","DALEK"," I feel your fear. "
"168002","DALEK"," Daleks do not fear. Must not fear.   You gave me life. What else have you given me? I am contaminated. "
"168005","DALEK"," Open the bulkhead or Rose Tyler dies. "
"168009","DALEK"," Open the bulkhead! "
"168011","DALEK"," What use are emotions if you will not save the woman you love? "
"168023","DALEK"," But why not? Why are you alive? My function is to kill. What am I? What am I? "
"168025","DALEK"," Van Statten. You tortured me. Why? "
"168027","DALEK"," Then hear me talk now. Exterminate! Exterminate! Exterminate! "
"168029","DALEK"," I want freedom. "
"168031","DALEK"," How does it feel? "
"168043","DALEK"," Why do we survive? "
"168045","DALEK"," I am the last of the Daleks. "
"168047","DALEK"," Into what? "
"168051","DALEK"," I can feel so many ideas. So much darkness. Rose, give me orders. Order me to die. "
"168053","DALEK"," This is not life. This is sickness. I shall not be like you. Order my destruction! Obey! Obey! Obey! "
"168055","DALEK"," Are you frightened, Rose Tyler? "
"168057","DALEK"," So am I. Exterminate. "
"170456","DALEK"," Alert. Alert. We are detected. "
"170457","DALEK"," It is the Doctor. He has located us. Open communications channel. "
"170458","DALEK"," The female will stand. Stand! "
"170459","DALEK"," I will talk to the Doctor. "
"170461","DALEK"," The Dalek stratagem nears completion. The fleet is almost ready. You will not intervene. "
"170463","DALEK"," We have your associate. "
"170464","DALEK"," You will obey or "
"170465","DALEK"," She will be exterminated. "
"170467","DALEK"," Explain yourself. "
"170469","DALEK"," What is the meaning of this negative? "
"170471","DALEK"," But she will be destroyed. "
"170476","DALEK"," But you have no weapons, no defences, no plan. "
"170480","DALEK"," The Doctor is initiating hostile action. "
"170481","DALEK"," The stratagem must advance. Begin the invasion of Earth! "
"170482","DALEK"," The Doctor will be exterminated! "
"170483","DALEK"," Exterminate! Exterminate! Exterminate! Exterminate! Exterminate!"
"170484","DALEK"," You know the Doctor. You understand him. You will predict his actions. "
"170486","DALEK"," Predict! Predict! Predict! "
"170487","DALEK"," Tardis detected in flight. "
"170488","DALEK"," Launch missiles. Exterminate. "
"170490","DALEK"," You have predicted correctly. "
"170493","DALEK"," Exterminate! "
"170514","DALEK"," Exterminate! Exterminate! Exterminate! "
"170524","DALEK"," Do not interrupt. "
"170525","DALEK"," Do not interrupt. "
"170526","DALEK"," Do not interrupt. "
"170532","DALEK"," Do not blaspheme. "
"170533","DALEK"," Do not blaspheme. "
"170534","DALEK"," Do not blaspheme. "
"170538","DALEK"," Worship him. Worship him. Worship him. "
"170541","DALEK"," Stay where you are. "
"170542","DALEK"," Exterminate!   Exterminate! Exterminate!"
"170543","DALEK"," Exterminate! Exterminate! Worship him! You will be exterminated!"
"170696","DALEK"," Identify yourself! "
"170700","DALEK"," Proceed to next level. "
"170702","DALEK"," Exterminate! Exterminate!   Exterminate! Exterminate! Exterminate. "
"170704","DALEK"," Exterminate."
"170738","DALEK"," My vision is impaired! I cannot see! "
"170742","DALEK"," Human female detected. "
"170758","DALEK"," Exterminate. "
"170771","DALEK"," Alert! Tardis materialising! "
"170777","DALEK"," Exterminate! "
"176078","BLACKDALEK"," Location, Earth. Life forms detected. Exterminate! "
"176079","DALEK"," Exterminate! Exterminate! Exterminate!  To Be Continued  "
"176080","DALEK"," Exterminate! Exterminate! Exterminate! "
"176084","BLACKDALEK"," You will be necessary. Report. What is the status of the Genesis Ark? "
"176085","DALEK"," Status, hibernation. "
"176086","BLACKDALEK"," Commence awakening. The Genesis Ark must be protected above all else. "
"176095","BLACKDALEK"," Which of you is least important? "
"176097","BLACKDALEK"," Which of you is least important? "
"176099","BLACKDALEK"," Designate the least important! "
"176103","BLACKDALEK"," You will kneel. "
"176105","BLACKDALEK"," Kneel.   The Daleks need information about current Earth history. "
"176107","BLACKDALEK"," Speech is not necessary. We will extract brainwaves. "
"176113","BLACKDALEK"," His mind spoke of a second species invading Earth infected by the superstition of ghosts. "
"176115","DALEK"," Neither did we need him alive. "
"176116","BLACKDALEK"," Dalek Thay, investigate outside. "
"176117","DALEK"," I obey. "
"176119","BLACKDALEK"," Establish visual contact. Lower communications barrier. "
"176120","DALEK"," Identify yourselves. "
"176122","DALEK"," State your identity. "
"176124","DALEK"," Identify! "
"176127","DALEK"," Daleks do not take orders. "
"176129","BLACKDALEK"," Outline resembles the inferior species known as Cybermen. "
"176135","BLACKDALEK"," Long range scans confirm the presence of crude cybernetic constructs on worldwide scale. "
"176139","DALEK"," We must protect the Genesis Ark. "
"176142","DALEK"," Daleks have no concept of elegance. "
"176146","DALEK"," You propose an alliance? "
"176148","DALEK"," Request denied. "
"176150","DALEK"," Exterminate! "
"176153","BLACKDALEK"," This is not war. This is pest control. "
"176155","BLACKDALEK"," Four. "
"176157","BLACKDALEK"," We would destroy the Cybermen with one Dalek. "
"176158","BLACKDALEK"," You are superior in only one respect. "
"176160","BLACKDALEK"," You are better at dying. Raise communications barrier! "
"176161","DALEK"," Wait! "
"176163","DALEK"," Rewind image by nine rells. Identify grid seven gamma frame. This male registers as enemy. "
"176164","BLACKDALEK"," The female's heartbeat has increased. "
"176166","BLACKDALEK"," Identify him. "
"176173","DALEK"," Cyber threat irrelevant. Concentrate on the Genesis Ark. "
"176217","BLACKDALEK"," The technology is stolen. The Ark is not of Dalek design. "
"176219","BLACKDALEK"," The Time Lords. This is all that survives of their Home World. "
"176221","BLACKDALEK"," The future. "
"176273","DALEK"," Final stage of awakening. "
"176274","BLACKDALEK"," Your handprint will open the Ark. "
"176276","BLACKDALEK"," Obey or the male will die. "
"176279","BLACKDALEK"," Place your hand upon the casket. "
"176281","BLACKDALEK"," Place your hand "
"176283","BLACKDALEK"," The Emperor survived? "
"176285","BLACKDALEK"," You will be exterminated! "
"176287","BLACKDALEK"," Alert, alert. You are the Doctor. "
"176288","DALEK"," Sensors report he is unarmed. "
"176290","BLACKDALEK"," Then you are powerless. "
"176295","DALEK"," Social interaction will cease! "
"176296","BLACKDALEK"," How did you survive the Time War? "
"176298","BLACKDALEK"," We had to survive. "
"176301","DALEK"," I am Dalek Thay. "
"176302","BLACKDALEK"," Dalek Sek. "
"176303","DALEK"," Dalek Jast. "
"176304","DALEK"," Dalek Caan. "
"176312","BLACKDALEK"," Time Lord science will restore Dalek supremacy. "
"176316","BLACKDALEK"," The Doctor will open the Ark! "
"176318","BLACKDALEK"," You have no way of resisting. "
"176320","BLACKDALEK"," A sonic probe? "
"176322","BLACKDALEK"," It is harmless. "
"176325","DALEK"," Alert. Casing impaired. Casing impaired. "
"176327","BLACKDALEK"," Fire power insufficient! Fire power insufficient! "
"176331","DALEK"," Adapt to weaponry. "
"176332","BLACKDALEK"," Fire power restored!   Cybermen primary target. "
"176334","BLACKDALEK"," Cybermen have been exterminated. Daleks are supreme. "
"176335","DALEK"," The Genesis Ark is primed. "
"176336","BLACKDALEK"," The Ark needs area of thirteen square miles. Move! "
"176337","DALEK"," Genesis Ark mobile."
"176359","BLACKDALEK"," Exterminate! "
"176361","DALEK"," Exterminate. "
"176364","DALEK"," Exterminate. Exterminate. "
"176370","BLACKDALEK"," Override roof mechanism.   Elevate. "
"176376","BLACKDALEK"," The Genesis Ark will open. "
"176382","BLACKDALEK"," Exterminate all life forms below. Exterminate! "
"176452","BLACKDALEK"," Breach active. It is the Doctor. Exterminate him! "
"176453","DALEK"," Exterminate!"
"176458","DALEK"," Emergency! "
"176460","BLACKDALEK"," Emergency temporal shift! "
"178342","DALEK"," I have been summoned. Explain. Explain. "
"178345","DALEK"," Then we must replace him. "
"178347","DALEK"," Use him. Take him for the Final Experiment. "
"178349","DALEK"," The Empire State Building must be completed in time. "
"178351","DALEK"," The plan must not fail. We calculate the gamma strike has accelerated. We need more bodies immediately. "
"178413","DALEK"," The conductor must be complete for our plan to succeed. "
"178415","DALEK"," Daleks have no concept of worry. "
"178417","DALEK"," This day is ending. Humankind is weak. You shelter from the dark. And yet, you have built all this. "
"178419","DALEK"," My planet is gone, destroyed in a great war, yet versions of this city stand throughout history. The human race always continues. "
"178421","DALEK"," You have rare ambition. "
"178423","DALEK"," You think like a Dalek. "
"178426","DALEK"," Your loyalty will be rewarded. Come with me."
"178428","DALEK"," We obey."
"178430","DALEK"," You have been summoned by our leader. "
"178432","DALEK"," I bring you the human. "
"178526","DALEK"," The chromatin solution is ready. "
"178535","DALEK"," Daleks are supreme. Humans are weak. "
